UQNO,Geo_Type_Code,Province,Stratum,Metro_code
268100580000009101,Urban,Eastern Cape,20103,EC - Non-metro
877109090000010401,Traditional,Mpumalanga,80202,MP - Non-metro
199148230000008801,Urban,Western Cape,11108,WC - City of Cape Town
271104800000006601,Traditional,Eastern Cape,20204,EC - Non-metro
661108830000001601,Traditional,North West,60204,NW - Non-metro
199154760000000201,Urban,Western Cape,11103,WC - City of Cape Town
271104880000011701,Traditional,Eastern Cape,20214,EC - Non-metro
962104590000010801,Urban,Limpopo,90101,LP - Non-metro
499107380000016901,Urban,Free State,44102,FS - Mangaung
962102120000007001,Traditional,Limpopo,90209,LP - Non-metro
760113060000003801,Urban,Gauteng,70102,GP - Non-metro
290106610000000201,Traditional,Eastern Cape,20211,EC - Non-metro
987100950000008901,Traditional,Limpopo,90401,LP - Non-metro
985102490000007301,Traditional,Limpopo,90214,LP - Non-metro
797113010000020101,Urban,Gauteng,76107,GP - Ekurhuleni
968106240000010401,Traditional,Limpopo,90201,LP - Non-metro
561101830000016701,Traditional,KwaZulu-Natal,50214,KZN - Non-metro
968110260000003101,Traditional,Limpopo,90213,LP - Non-metro
964100540000001201,Traditional,Limpopo,90216,LP - Non-metro
478102150000013301,Urban,Free State,40103,FS - Non-metro
798112790020001101,Urban,Gauteng,77103,GP - City of Johannesburg
968100660000010301,Traditional,Limpopo,90212,LP - Non-metro
797137320000003201,Urban,Gauteng,76107,GP - Ekurhuleni
766103730000001501,Urban,Gauteng,70102,GP - Non-metro
877108590000000101,Traditional,Mpumalanga,80204,MP - Non-metro
798116720000008001,Urban,Gauteng,77105,GP - City of Johannesburg
799112850000003501,Urban,Gauteng,78103,GP - City of Tshwane
291103620000009101,Traditional,Eastern Cape,20218,EC - Non-metro
760106800080002301,Urban,Gauteng,70107,GP - Non-metro
876101210000017201,Traditional,Mpumalanga,80202,MP - Non-metro
299115830000009801,Urban,Eastern Cape,23101,EC - Nelson Mandela Bay
966107560000015701,Traditional,Limpopo,90204,LP - Non-metro
199142050000015801,Urban,Western Cape,11113,WC - City of Cape Town
499113470000013001,Urban,Free State,44103,FS - Mangaung
798134230000012501,Urban,Gauteng,77107,GP - City of Johannesburg
199137660000002101,Urban,Western Cape,11109,WC - City of Cape Town
797109220000016701,Urban,Gauteng,76108,GP - Ekurhuleni
761101000000021601,Urban,Gauteng,70101,GP - Non-metro
877105260000009001,Traditional,Mpumalanga,80204,MP - Non-metro
269100310000014501,Farms,Eastern Cape,20301,EC - Non-metro
199157030000026201,Urban,Western Cape,11107,WC - City of Cape Town
292104790000016101,Traditional,Eastern Cape,20215,EC - Non-metro
760103990000011201,Urban,Gauteng,70102,GP - Non-metro
961102000000008801,Traditional,Limpopo,90214,LP - Non-metro
797148470000006801,Urban,Gauteng,76109,GP - Ekurhuleni
590100210000007201,Traditional,KwaZulu-Natal,50217,KZN - Non-metro
369100270000000201,Urban,Northern Cape,30103,NC - Non-metro
268101930000011701,Urban,Eastern Cape,20103,EC - Non-metro
987100070000009601,Traditional,Limpopo,90216,LP - Non-metro
381100390000011201,Urban,Northern Cape,30102,NC - Non-metro
477101050000008801,Urban,Free State,40104,FS - Non-metro
797122910000005501,Urban,Gauteng,76108,GP - Ekurhuleni
567100800000013101,Traditional,KwaZulu-Natal,50217,KZN - Non-metro
799115890000034001,Urban,Gauteng,78106,GP - City of Tshwane
285101060000000401,Urban,Eastern Cape,20107,EC - Non-metro
599141840000002101,Urban,KwaZulu-Natal,55104,KZN - eThekwini
166102760000010801,Urban,Western Cape,10111,WC - Non-metro
982100820000003601,Traditional,Limpopo,90209,LP - Non-metro
799116700000007001,Urban,Gauteng,78106,GP - City of Tshwane
591101510000005801,Urban,KwaZulu-Natal,50108,KZN - Non-metro
873102160000007601,Traditional,Mpumalanga,80201,MP - Non-metro
976103160000005401,Traditional,Limpopo,90204,LP - Non-metro
760112640000007901,Urban,Gauteng,70102,GP - Non-metro
383103310000003701,Urban,Northern Cape,30101,NC - Non-metro
591102270000005101,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
599122900000002601,Urban,KwaZulu-Natal,55110,KZN - eThekwini
538100790000003901,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
798135940000015201,Urban,Gauteng,77112,GP - City of Johannesburg
292105160000015202,Traditional,Eastern Cape,20210,EC - Non-metro
968104270000008601,Traditional,Limpopo,90213,LP - Non-metro
760113060000001901,Urban,Gauteng,70102,GP - Non-metro
546100140000002301,Traditional,KwaZulu-Natal,50209,KZN - Non-metro
580103920000008101,Traditional,KwaZulu-Natal,50209,KZN - Non-metro
597100890000013301,Farms,KwaZulu-Natal,50203,KZN - Non-metro
506102290000007101,Traditional,KwaZulu-Natal,50214,KZN - Non-metro
297103210000008601,Traditional,Eastern Cape,20218,EC - Non-metro
566103200000004901,Urban,KwaZulu-Natal,50102,KZN - Non-metro
677100700000008201,Urban,North West,60103,NW - Non-metro
294108860000002601,Traditional,Eastern Cape,20210,EC - Non-metro
966103940000004401,Urban,Limpopo,90105,LP - Non-metro
297105260000007201,Traditional,Eastern Cape,20213,EC - Non-metro
797121090000001701,Urban,Gauteng,76102,GP - Ekurhuleni
797147650000053701,Urban,Gauteng,76111,GP - Ekurhuleni
576101480000012801,Traditional,KwaZulu-Natal,50202,KZN - Non-metro
674101850000017601,Traditional,North West,60207,NW - Non-metro
199110600000007101,Urban,Western Cape,11108,WC - City of Cape Town
798124710000025701,Urban,Gauteng,77116,GP - City of Johannesburg
499103060000015801,Traditional,Free State,44101,FS - Mangaung
868100330000006201,Urban,Mpumalanga,80102,MP - Non-metro
271107030000016301,Traditional,Eastern Cape,20220,EC - Non-metro
798134530000006101,Urban,Gauteng,77107,GP - City of Johannesburg
599110550000008501,Urban,KwaZulu-Natal,55112,KZN - eThekwini
798119570000020601,Urban,Gauteng,77108,GP - City of Johannesburg
797119700000008701,Urban,Gauteng,76112,GP - Ekurhuleni
499109340000018401,Urban,Free State,44103,FS - Mangaung
871101890000008301,Urban,Mpumalanga,80108,MP - Non-metro
760110090000018201,Urban,Gauteng,70108,GP - Non-metro
760109020000016601,Urban,Gauteng,70102,GP - Non-metro
871103580000017101,Traditional,Mpumalanga,80208,MP - Non-metro
567100800000002601,Traditional,KwaZulu-Natal,50217,KZN - Non-metro
384100330000011001,Urban,Northern Cape,30103,NC - Non-metro
798125620000006801,Urban,Gauteng,77108,GP - City of Johannesburg
291101630000013301,Traditional,Eastern Cape,20215,EC - Non-metro
286101950000005201,Traditional,Eastern Cape,20205,EC - Non-metro
593100830000006601,Traditional,KwaZulu-Natal,50215,KZN - Non-metro
661105860000007501,Traditional,North West,60203,NW - Non-metro
985100030000008301,Traditional,Limpopo,90208,LP - Non-metro
760112640000005801,Urban,Gauteng,70102,GP - Non-metro
669100850000001101,Traditional,North West,60202,NW - Non-metro
964100540000011701,Traditional,Limpopo,90216,LP - Non-metro
966103800000016601,Urban,Limpopo,90102,LP - Non-metro
295102730000015001,Traditional,Eastern Cape,20206,EC - Non-metro
472104490000031701,Traditional,Free State,40201,FS - Non-metro
599122040000008101,Urban,KwaZulu-Natal,55108,KZN - eThekwini
199136950000001601,Urban,Western Cape,11105,WC - City of Cape Town
599116790000006801,Urban,KwaZulu-Natal,55112,KZN - eThekwini
662106790000010901,Urban,North West,60101,NW - Non-metro
589102030000010201,Urban,KwaZulu-Natal,50109,KZN - Non-metro
580103820000002501,Traditional,KwaZulu-Natal,50208,KZN - Non-metro
798113470000009501,Urban,Gauteng,77116,GP - City of Johannesburg
974104450000002103,Urban,Limpopo,90104,LP - Non-metro
798124200000016101,Urban,Gauteng,77108,GP - City of Johannesburg
967100440000023401,Urban,Limpopo,90105,LP - Non-metro
597100470000003801,Traditional,KwaZulu-Natal,50217,KZN - Non-metro
166102660080000401,Urban,Western Cape,10104,WC - Non-metro
982105430000007601,Traditional,Limpopo,90215,LP - Non-metro
965102870000023801,Traditional,Limpopo,90212,LP - Non-metro
271105200000038101,Urban,Eastern Cape,20101,EC - Non-metro
546101230000011601,Traditional,KwaZulu-Natal,50217,KZN - Non-metro
665101590000002401,Traditional,North West,60208,NW - Non-metro
798129630000001801,Urban,Gauteng,77106,GP - City of Johannesburg
467108610000000901,Urban,Free State,40401,FS - Non-metro
797113070000012101,Urban,Gauteng,76102,GP - Ekurhuleni
865100310000000501,Urban,Mpumalanga,80104,MP - Non-metro
573100670000010301,Traditional,KwaZulu-Natal,50214,KZN - Non-metro
586100330000032701,Traditional,KwaZulu-Natal,50201,KZN - Non-metro
872102450000003801,Traditional,Mpumalanga,80103,MP - Non-metro
798138720000010701,Urban,Gauteng,77102,GP - City of Johannesburg
464100690000008901,Urban,Free State,40106,FS - Non-metro
966103280000013701,Traditional,Limpopo,90201,LP - Non-metro
599148650000012201,Traditional,KwaZulu-Natal,55201,KZN - eThekwini
760108380000004001,Urban,Gauteng,70102,GP - Non-metro
669101380000012101,Traditional,North West,60201,NW - Non-metro
678101310000007801,Urban,North West,60107,NW - Non-metro
760106800080000901,Urban,Gauteng,70107,GP - Non-metro
581101670000014901,Traditional,KwaZulu-Natal,50209,KZN - Non-metro
575101790000005401,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
478101900000006701,Urban,Free State,40102,FS - Non-metro
591101690000004301,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
668102490000003801,Traditional,North West,60205,NW - Non-metro
594101060000005001,Traditional,KwaZulu-Natal,50217,KZN - Non-metro
514101310000006101,Urban,KwaZulu-Natal,50108,KZN - Non-metro
798100540000004801,Urban,Gauteng,77113,GP - City of Johannesburg
799147290000003901,Urban,Gauteng,78105,GP - City of Tshwane
271107030000003001,Traditional,Eastern Cape,20220,EC - Non-metro
868105050000020501,Urban,Mpumalanga,80401,MP - Non-metro
299105920000005701,Urban,Eastern Cape,23106,EC - Nelson Mandela Bay
873102160000009401,Traditional,Mpumalanga,80201,MP - Non-metro
499107840000029201,Urban,Free State,44102,FS - Mangaung
874104640000017101,Traditional,Mpumalanga,80208,MP - Non-metro
966105830000007101,Traditional,Limpopo,90204,LP - Non-metro
876103860000006801,Traditional,Mpumalanga,80203,MP - Non-metro
760110910000008901,Urban,Gauteng,70104,GP - Non-metro
286103740000016501,Urban,Eastern Cape,20107,EC - Non-metro
499104950000005101,Urban,Free State,44101,FS - Mangaung
271100380000017001,Urban,Eastern Cape,20101,EC - Non-metro
877103350000025601,Traditional,Mpumalanga,80204,MP - Non-metro
861101590000013201,Urban,Mpumalanga,80102,MP - Non-metro
966103740000018601,Urban,Limpopo,90101,LP - Non-metro
962107290000022801,Traditional,Limpopo,90204,LP - Non-metro
797112230000012701,Urban,Gauteng,76107,GP - Ekurhuleni
864101160000013802,Urban,Mpumalanga,80101,MP - Non-metro
799148310000008901,Urban,Gauteng,78107,GP - City of Tshwane
383104200000005801,Urban,Northern Cape,30103,NC - Non-metro
561101830000004101,Traditional,KwaZulu-Natal,50214,KZN - Non-metro
467100060000004401,Urban,Free State,40105,FS - Non-metro
799135140000008001,Urban,Gauteng,78105,GP - City of Tshwane
982105930000003001,Traditional,Limpopo,90216,LP - Non-metro
982100920000012101,Traditional,Limpopo,90209,LP - Non-metro
261100710000010901,Urban,Eastern Cape,20103,EC - Non-metro
199160140000005501,Urban,Western Cape,11109,WC - City of Cape Town
290104020000018401,Traditional,Eastern Cape,20219,EC - Non-metro
960103590000011001,Traditional,Limpopo,90215,LP - Non-metro
573100210000001501,Traditional,KwaZulu-Natal,50210,KZN - Non-metro
798166420000005201,Urban,Gauteng,77101,GP - City of Johannesburg
538100210000018601,Traditional,KwaZulu-Natal,50211,KZN - Non-metro
576102310000005301,Farms,KwaZulu-Natal,50301,KZN - Non-metro
987105900000003101,Traditional,Limpopo,90211,LP - Non-metro
297100580000010401,Traditional,Eastern Cape,20217,EC - Non-metro
294109320000007101,Urban,Eastern Cape,20101,EC - Non-metro
987103090000011801,Traditional,Limpopo,90207,LP - Non-metro
293104660000001001,Traditional,Eastern Cape,20217,EC - Non-metro
499107380000006901,Urban,Free State,44102,FS - Mangaung
292103590000002501,Traditional,Eastern Cape,20216,EC - Non-metro
290106100000009401,Traditional,Eastern Cape,20216,EC - Non-metro
965102870000015401,Traditional,Limpopo,90212,LP - Non-metro
499110680000017801,Urban,Free State,44103,FS - Mangaung
294107590000008901,Traditional,Eastern Cape,20201,EC - Non-metro
591100930000009901,Traditional,KwaZulu-Natal,50218,KZN - Non-metro
591100710000001901,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
594100940000014701,Traditional,KwaZulu-Natal,50202,KZN - Non-metro
662110050000006201,Urban,North West,60103,NW - Non-metro
877109090000002401,Traditional,Mpumalanga,80202,MP - Non-metro
798148940000002101,Urban,Gauteng,77109,GP - City of Johannesburg
294107590000015101,Traditional,Eastern Cape,20201,EC - Non-metro
760109100000012001,Urban,Gauteng,70102,GP - Non-metro
281103170000002101,Urban,Eastern Cape,20105,EC - Non-metro
298102170000003901,Traditional,Eastern Cape,20215,EC - Non-metro
969103040000023801,Traditional,Limpopo,90205,LP - Non-metro
577100200000006901,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
260104340000001301,Urban,Eastern Cape,22103,EC - Buffalo City
598101900000035901,Urban,KwaZulu-Natal,50102,KZN - Non-metro
169100130000052101,Farms,Western Cape,10301,WC - Non-metro
798124560000018901,Urban,Gauteng,77116,GP - City of Johannesburg
514101310000008201,Urban,KwaZulu-Natal,50108,KZN - Non-metro
974110030000001301,Traditional,Limpopo,90209,LP - Non-metro
295105270000010501,Traditional,Eastern Cape,20211,EC - Non-metro
290106100000013601,Traditional,Eastern Cape,20216,EC - Non-metro
876100800000014001,Traditional,Mpumalanga,80201,MP - Non-metro
797133710000026501,Urban,Gauteng,76102,GP - Ekurhuleni
271105200000004501,Urban,Eastern Cape,20101,EC - Non-metro
866104870000002901,Urban,Mpumalanga,80106,MP - Non-metro
569101110000020201,Traditional,KwaZulu-Natal,50205,KZN - Non-metro
661101430000024901,Traditional,North West,60203,NW - Non-metro
797108660000007401,Urban,Gauteng,76112,GP - Ekurhuleni
662110340000010801,Urban,North West,60107,NW - Non-metro
361101900000059401,Traditional,Northern Cape,30401,NC - Non-metro
360101860000002901,Traditional,Northern Cape,30201,NC - Non-metro
514101030000005601,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
599102570000020101,Traditional,KwaZulu-Natal,55201,KZN - eThekwini
982105930000010001,Traditional,Limpopo,90216,LP - Non-metro
760112640000010001,Urban,Gauteng,70102,GP - Non-metro
179100060000019201,Urban,Western Cape,10107,WC - Non-metro
472104200000003601,Traditional,Free State,40201,FS - Non-metro
798102690000001701,Urban,Gauteng,77113,GP - City of Johannesburg
171101820000010501,Urban,Western Cape,10103,WC - Non-metro
294108320000005101,Traditional,Eastern Cape,20214,EC - Non-metro
499109220000030701,Urban,Free State,44103,FS - Mangaung
760112780000007301,Urban,Gauteng,70102,GP - Non-metro
568100820000018301,Traditional,KwaZulu-Natal,50218,KZN - Non-metro
669102830000009301,Traditional,North West,60202,NW - Non-metro
986102090000011401,Traditional,Limpopo,90212,LP - Non-metro
199113820000020401,Urban,Western Cape,11109,WC - City of Cape Town
598101940000006001,Urban,KwaZulu-Natal,50109,KZN - Non-metro
470101160000003201,Urban,Free State,40105,FS - Non-metro
762102160100001301,Urban,Gauteng,70103,GP - Non-metro
282105890000011101,Traditional,Eastern Cape,20205,EC - Non-metro
876100210000025401,Traditional,Mpumalanga,80204,MP - Non-metro
503102150000013901,Traditional,KwaZulu-Natal,50203,KZN - Non-metro
566101200000020801,Urban,KwaZulu-Natal,50107,KZN - Non-metro
867100900000007301,Urban,Mpumalanga,80106,MP - Non-metro
561101290000000101,Traditional,KwaZulu-Natal,50212,KZN - Non-metro
797112730000016501,Urban,Gauteng,76112,GP - Ekurhuleni
667101760000000501,Traditional,North West,60201,NW - Non-metro
968104270000010001,Traditional,Limpopo,90213,LP - Non-metro
669102830000013101,Traditional,North West,60202,NW - Non-metro
299104080000008001,Urban,Eastern Cape,23102,EC - Nelson Mandela Bay
524101300000006401,Urban,KwaZulu-Natal,50109,KZN - Non-metro
478102820000016201,Urban,Free State,40103,FS - Non-metro
260106720000004301,Urban,Eastern Cape,22101,EC - Buffalo City
199130940020000501,Urban,Western Cape,11101,WC - City of Cape Town
469102270000026301,Farms,Free State,40301,FS - Non-metro
962100790000001801,Traditional,Limpopo,90215,LP - Non-metro
524101690000005401,Urban,KwaZulu-Natal,50102,KZN - Non-metro
798109270000033001,Urban,Gauteng,77111,GP - City of Johannesburg
976103510000002301,Traditional,Limpopo,90207,LP - Non-metro
290106140000006801,Traditional,Eastern Cape,20212,EC - Non-metro
467105910000003001,Urban,Free State,40107,FS - Non-metro
175101450000003701,Urban,Western Cape,10107,WC - Non-metro
599145790000009701,Traditional,KwaZulu-Natal,55102,KZN - eThekwini
760112450000008301,Urban,Gauteng,70104,GP - Non-metro
797123110000019701,Urban,Gauteng,76105,GP - Ekurhuleni
985103680000027001,Traditional,Limpopo,90214,LP - Non-metro
379100570000023301,Urban,Northern Cape,30101,NC - Non-metro
560100270000001101,Traditional,KwaZulu-Natal,50206,KZN - Non-metro
599121310000004601,Urban,KwaZulu-Natal,55102,KZN - eThekwini
874107950000008101,Traditional,Mpumalanga,80205,MP - Non-metro
982103470000000501,Traditional,Limpopo,90211,LP - Non-metro
871105110000003301,Urban,Mpumalanga,80108,MP - Non-metro
661103670000023001,Urban,North West,60108,NW - Non-metro
166102830000016701,Urban,Western Cape,10111,WC - Non-metro
276103410000016201,Traditional,Eastern Cape,20221,EC - Non-metro
667100900000001401,Traditional,North West,60203,NW - Non-metro
472105860000000201,Urban,Free State,40201,FS - Non-metro
670100280000007901,Urban,North West,60104,NW - Non-metro
467106520000016001,Urban,Free State,40101,FS - Non-metro
164100470000024901,Urban,Western Cape,10103,WC - Non-metro
661101200000006401,Traditional,North West,60401,NW - Non-metro
760110180000003701,Urban,Gauteng,70104,GP - Non-metro
877105240000007101,Traditional,Mpumalanga,80202,MP - Non-metro
506102200000016001,Traditional,KwaZulu-Natal,50212,KZN - Non-metro
797101040000024301,Urban,Gauteng,76103,GP - Ekurhuleni
503102150000026701,Traditional,KwaZulu-Natal,50203,KZN - Non-metro
270101890000010901,Traditional,Eastern Cape,20210,EC - Non-metro
974104450000006501,Urban,Limpopo,90104,LP - Non-metro
383102290000011301,Urban,Northern Cape,30103,NC - Non-metro
472104200000010001,Traditional,Free State,40201,FS - Non-metro
538101470000017501,Traditional,KwaZulu-Natal,50210,KZN - Non-metro
797101310000014301,Urban,Gauteng,76112,GP - Ekurhuleni
472104200000008401,Traditional,Free State,40201,FS - Non-metro
799100390000006001,Urban,Gauteng,78106,GP - City of Tshwane
386100480000006401,Urban,Northern Cape,30102,NC - Non-metro
674101850000014401,Traditional,North West,60207,NW - Non-metro
299100100000006801,Urban,Eastern Cape,23105,EC - Nelson Mandela Bay
170100700000008101,Urban,Western Cape,10103,WC - Non-metro
499107770000024901,Urban,Free State,44102,FS - Mangaung
575102810000003601,Traditional,KwaZulu-Natal,50209,KZN - Non-metro
285101790000003701,Urban,Eastern Cape,20105,EC - Non-metro
960103590000012901,Traditional,Limpopo,90215,LP - Non-metro
799148110100002201,Urban,Gauteng,78108,GP - City of Tshwane
985105910000001401,Traditional,Limpopo,90212,LP - Non-metro
799122720000009001,Urban,Gauteng,78106,GP - City of Tshwane
974104450000013101,Urban,Limpopo,90104,LP - Non-metro
877109830000013701,Traditional,Mpumalanga,80201,MP - Non-metro
560101180000001001,Traditional,KwaZulu-Natal,50214,KZN - Non-metro
962100590000020301,Traditional,Limpopo,90211,LP - Non-metro
798105560000021101,Urban,Gauteng,77105,GP - City of Johannesburg
761101420000004201,Urban,Gauteng,70109,GP - Non-metro
797149430000019901,Urban,Gauteng,76109,GP - Ekurhuleni
667104900000002001,Urban,North West,60103,NW - Non-metro
798259670000075001,Urban,Gauteng,77102,GP - City of Johannesburg
271101710000007101,Traditional,Eastern Cape,20207,EC - Non-metro
599128090000022701,Urban,KwaZulu-Natal,55104,KZN - eThekwini
599129580000005801,Urban,KwaZulu-Natal,55107,KZN - eThekwini
599148650000009701,Traditional,KwaZulu-Natal,55201,KZN - eThekwini
586100330000008201,Traditional,KwaZulu-Natal,50201,KZN - Non-metro
599126410000029301,Traditional,KwaZulu-Natal,55104,KZN - eThekwini
977100330000015301,Urban,Limpopo,90401,LP - Non-metro
175101450000007301,Urban,Western Cape,10107,WC - Non-metro
199107550000011701,Urban,Western Cape,11108,WC - City of Cape Town
383102160000014701,Urban,Northern Cape,30103,NC - Non-metro
797144320000020401,Urban,Gauteng,76106,GP - Ekurhuleni
986101800000014701,Traditional,Limpopo,90401,LP - Non-metro
270102750000012501,Traditional,Eastern Cape,20202,EC - Non-metro
799147730000003301,Urban,Gauteng,78107,GP - City of Tshwane
579101430000019401,Traditional,KwaZulu-Natal,50208,KZN - Non-metro
976101090000013201,Traditional,Limpopo,90216,LP - Non-metro
585100290000009401,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
293103360000008001,Traditional,Eastern Cape,20215,EC - Non-metro
499107860000019601,Urban,Free State,44102,FS - Mangaung
761101240000021801,Urban,Gauteng,70108,GP - Non-metro
676102350000026001,Urban,North West,60106,NW - Non-metro
467100750000012301,Urban,Free State,40102,FS - Non-metro
475101070000012901,Urban,Free State,40101,FS - Non-metro
860100620000011101,Traditional,Mpumalanga,80207,MP - Non-metro
298100320000007901,Traditional,Eastern Cape,20218,EC - Non-metro
599155430000016201,Urban,KwaZulu-Natal,55111,KZN - eThekwini
797113200000001101,Urban,Gauteng,76102,GP - Ekurhuleni
797132980000015001,Urban,Gauteng,76107,GP - Ekurhuleni
461100900000004401,Urban,Free State,40109,FS - Non-metro
467107600000000801,Urban,Free State,40101,FS - Non-metro
974110780000015001,Traditional,Limpopo,90209,LP - Non-metro
670100250000006401,Urban,North West,60106,NW - Non-metro
798139990000034901,Urban,Gauteng,77102,GP - City of Johannesburg
985103680000021001,Traditional,Limpopo,90214,LP - Non-metro
270104020000026201,Traditional,Eastern Cape,20216,EC - Non-metro
598100250000006401,Traditional,KwaZulu-Natal,50203,KZN - Non-metro
499103420000011402,Urban,Free State,44101,FS - Mangaung
360101860000019301,Traditional,Northern Cape,30201,NC - Non-metro
291101560000025801,Traditional,Eastern Cape,20211,EC - Non-metro
797123330000027804,Urban,Gauteng,76112,GP - Ekurhuleni
592102170000009701,Urban,KwaZulu-Natal,50106,KZN - Non-metro
360101720000024001,Traditional,Northern Cape,30401,NC - Non-metro
582102270000027901,Traditional,KwaZulu-Natal,50203,KZN - Non-metro
593100830000008601,Traditional,KwaZulu-Natal,50215,KZN - Non-metro
797137290000005501,Urban,Gauteng,76107,GP - Ekurhuleni
799141260000001501,Urban,Gauteng,78105,GP - City of Tshwane
166103680000013801,Urban,Western Cape,10103,WC - Non-metro
798155730000024301,Urban,Gauteng,77116,GP - City of Johannesburg
864100340000015401,Urban,Mpumalanga,80101,MP - Non-metro
798105880000015601,Urban,Gauteng,77113,GP - City of Johannesburg
976102890000012301,Traditional,Limpopo,90209,LP - Non-metro
166103840000021601,Urban,Western Cape,10103,WC - Non-metro
199145500000006702,Urban,Western Cape,11108,WC - City of Cape Town
799150720000017001,Urban,Gauteng,78103,GP - City of Tshwane
514101030000011901,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
798127550000004201,Urban,Gauteng,77108,GP - City of Johannesburg
599103760000008601,Urban,KwaZulu-Natal,55106,KZN - eThekwini
799120160000017501,Urban,Gauteng,78107,GP - City of Tshwane
199155860000010301,Urban,Western Cape,11106,WC - City of Cape Town
976103160000007201,Traditional,Limpopo,90204,LP - Non-metro
199153800000020301,Urban,Western Cape,11113,WC - City of Cape Town
876103860000000501,Traditional,Mpumalanga,80203,MP - Non-metro
760104350000001501,Urban,Gauteng,70107,GP - Non-metro
962104300000016801,Traditional,Limpopo,90207,LP - Non-metro
797146260000016301,Urban,Gauteng,76109,GP - Ekurhuleni
797105650000002001,Urban,Gauteng,76112,GP - Ekurhuleni
260100470000019401,Farms,Eastern Cape,22201,EC - Buffalo City
672102260000003401,Traditional,North West,60202,NW - Non-metro
980101580000003201,Urban,Limpopo,90103,LP - Non-metro
982104000000005401,Traditional,Limpopo,90214,LP - Non-metro
278100240000011901,Urban,Eastern Cape,20102,EC - Non-metro
499101500000003901,Urban,Free State,44101,FS - Mangaung
665101110000014901,Traditional,North West,60205,NW - Non-metro
798133140000002601,Urban,Gauteng,77113,GP - City of Johannesburg
576101040000004001,Traditional,KwaZulu-Natal,50215,KZN - Non-metro
573100340000004301,Traditional,KwaZulu-Natal,50217,KZN - Non-metro
877101300000003301,Traditional,Mpumalanga,80204,MP - Non-metro
383103310000006001,Urban,Northern Cape,30101,NC - Non-metro
869102370000014501,Urban,Mpumalanga,80109,MP - Non-metro
677101210000000601,Urban,North West,60107,NW - Non-metro
797148470000008701,Urban,Gauteng,76109,GP - Ekurhuleni
662105590000003901,Urban,North West,60101,NW - Non-metro
279100310000012701,Traditional,Eastern Cape,20206,EC - Non-metro
799116700000025601,Urban,Gauteng,78106,GP - City of Tshwane
284101420000009701,Traditional,Eastern Cape,20209,EC - Non-metro
799148310000010401,Urban,Gauteng,78107,GP - City of Tshwane
594101260000010201,Traditional,KwaZulu-Natal,50206,KZN - Non-metro
503102800000012301,Traditional,KwaZulu-Natal,50217,KZN - Non-metro
270107020000002901,Traditional,Eastern Cape,20219,EC - Non-metro
764101460000002601,Urban,Gauteng,70107,GP - Non-metro
467107320000000601,Urban,Free State,40107,FS - Non-metro
667100900000033401,Traditional,North West,60203,NW - Non-metro
874104640000007501,Traditional,Mpumalanga,80208,MP - Non-metro
760108480000005901,Urban,Gauteng,70102,GP - Non-metro
260102420000032301,Urban,Eastern Cape,22104,EC - Buffalo City
976103220000006401,Traditional,Limpopo,90210,LP - Non-metro
799117300040000901,Urban,Gauteng,78113,GP - City of Tshwane
575101790000013001,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
598101940000010401,Urban,KwaZulu-Natal,50109,KZN - Non-metro
596100220000013201,Urban,KwaZulu-Natal,50101,KZN - Non-metro
478102020000012601,Urban,Free State,40108,FS - Non-metro
291100710000001301,Traditional,Eastern Cape,20219,EC - Non-metro
974109310000005501,Urban,Limpopo,90102,LP - Non-metro
294107330000013801,Urban,Eastern Cape,20101,EC - Non-metro
799136580170002501,Urban,Gauteng,78113,GP - City of Tshwane
799145810000033401,Urban,Gauteng,78108,GP - City of Tshwane
562101080000004401,Traditional,KwaZulu-Natal,50203,KZN - Non-metro
674101850000008001,Traditional,North West,60207,NW - Non-metro
177102230000003601,Urban,Western Cape,10105,WC - Non-metro
799138430000013201,Urban,Gauteng,78103,GP - City of Tshwane
674102530000003301,Urban,North West,60102,NW - Non-metro
563101380000010701,Urban,KwaZulu-Natal,50107,KZN - Non-metro
875101280000001101,Urban,Mpumalanga,80101,MP - Non-metro
580102160000016701,Traditional,KwaZulu-Natal,50207,KZN - Non-metro
199138080000009201,Urban,Western Cape,11101,WC - City of Cape Town
499102580000006801,Urban,Free State,44101,FS - Mangaung
671100130000005501,Urban,North West,60107,NW - Non-metro
524105720000000101,Farms,KwaZulu-Natal,50301,KZN - Non-metro
467104820000002001,Urban,Free State,40401,FS - Non-metro
260102420000002701,Urban,Eastern Cape,22104,EC - Buffalo City
270101960000003101,Traditional,Eastern Cape,20221,EC - Non-metro
798106040000025101,Urban,Gauteng,77106,GP - City of Johannesburg
966110290000002901,Traditional,Limpopo,90203,LP - Non-metro
982104070000013101,Traditional,Limpopo,90212,LP - Non-metro
297105170000015401,Traditional,Eastern Cape,20216,EC - Non-metro
167102530100003401,Urban,Western Cape,10109,WC - Non-metro
