ID,UQNO,Q12Gender,Q13Age,Q14Population,Q15Mothaliv,Q16Mothparthh,Q17Fathaliv,Q18Fathparthh,Q19G_Parparthh,Q22Attend,Q23Eduinst,Q24AGE_GR1,Q25Miss_Day,Q26Miss_Rsn,Q27Daysabsent,Q28Everattend,Q29Whynot,Q210Age_Gr1,Q211Ageleft,Q212Whyleft,Q51AFARMWRK_W,Q51ATIME,Q51BFETCHWATER_W,Q51BTIME,Q51CFETCHWOOD_W,Q51CTIME,Q51DPRODHHGDS_W,Q51DTIME,Q51ECONSTRUC_W,Q51ETIME,Q51FCATCHFOOD_W,Q51FTIME,Q52ABEG_LSTW,Q52BBEG_LSTYR,Q53AFARMWRK_Y,Q53BFETCHWATER_Y,Q53CFETCHWOOD_Y,Q53DPRODHHGDS_Y,Q53ECONSTRUC_Y,Q53FCATCHFOOD_Y,Q54TIME,Q71ACOOK,Q71BCLEAN,Q71CLAUNDRY,Q71DCHILDMIND,Q71EMAINTENANCE,Q71FSHOP,Q71GOTHR,Q72TIME,Q73ATTEND,Q741AFTERSCH,Q742BEFORESCH,Q743WEEKEND,Q75ACLEAN,Q75BMAINTENANCE,Q75CGARDEN,Q75DMARK,Q75EHOUSE,Q75FOTHR,Q76TIME,Q77ADIF_CTCHUP,Q77BNOTIME,Q77CCONCENTRATE,Q77DPUNCTUAL,Q77ELEISURE,Q78ASUBCODE,Q78BSUBCODE,Child_Labour
7351,970103060000010001,Female,6,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Mathematics,Sepedi Home Language,0
7352,383102710000004001,Female,7,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Numeracy,0
7353,868101690000013001,Female,12,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Mathematical Literacy,0
7354,974105960000009001,Female,14,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,Yes,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,4.0,No,No,Yes,No,No,Natural Sciences,Mathematics,0
7355,985102510000007801,Female,106,African/Black,Yes,Yes,Yes,No,No,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,1.0,No,No,No,No,No,Sepedi Home Language,English First Additional Language,0
7356,675100100000079401,Male,9,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,Yes,No,Yes,No,No,English First Additional Language,Life Skills,0
7357,375100350000002001,Male,16,Coloured,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,Yes,3.0,No,,No,,No,,No,No,No,No,Yes,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,IsiXhosa Home Language,0
7358,477101040000006501,Male,9,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Sesotho Home Language,English First Additional Language,0
7359,797108470000158802,Female,15,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,30.0,Yes,No,No,No,No,Mathematics,IsiXhosa Home Language,1
7360,273101300000005401,Male,8,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,Yes,No,No,1.0,No,No,No,No,No,English First Additional Language,IsiXhosa Home Language,0
7361,286104780000014901,Female,6,African/Black,Yes,Yes,No,,No,Yes,Primary or secondary school,6.0,No,,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,Yes,No,No,No,No,Mathematics,IsiXhosa Home Language,0
7362,599146150020002401,Male,8,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,2.0,No,No,No,No,No,Mathematics,Other,0
7363,797140860000019101,Male,10,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,Mathematics,English First Additional Language,0
7364,477101030000001501,Female,7,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Life Skills,Sesotho Home Language,0
7365,199153800000002103,Female,8,Coloured,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,Yes,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,2.0,Yes,No,No,No,No,Life Skills,English First Additional Language,0
7366,199136620020000201,Female,8,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,0
7367,566103890000016901,Female,6,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,IsiZulu Home Language,0
7368,668100300030002001,Male,12,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,Yes,1.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,Yes,No,No,English First Additional Language,Mathematics,0
7369,291101630000010801,Male,5,African/Black,Yes,Yes,Yes,Yes,No,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,IsiXhosa Home Language,Life Skills,0
7370,677104320000005601,Male,7,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,"Other, specify",1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,Yes,No,Yes,No,No,Afrikaans First Additional Language,Mathematics,0
7371,860100670000009401,Female,117,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Mathematics,Physical Sciences,0
7372,577100850000004101,Male,12,African/Black,No,,No,,Yes,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,Yes,2.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,Yes,No,No,Yes,No,Life Skills,English First Additional Language,0
7373,797140860000005301,Male,5,African/Black,No,,Yes,No,Yes,No,,,,,,No,Too old/young,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,No,,,,,,,,,,,,,,,,,,0
7374,662105590000003901,Female,5,African/Black,Yes,No,Yes,No,Yes,No,,,,,,No,Disabled,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,,,,,,,,,,,,,,,,,,0
7375,798155990000009401,Female,12,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Arts & Culture,Social Sciences,0
7376,296102430000007001,Female,8,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,0.0,No,No,No,No,No,IsiXhosa Home Language,Mathematics,0
7377,874110010000005701,Male,12,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,5.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,No,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,No,No,Yes,Yes,No,No,No,No,No,0.0,Yes,No,No,No,No,Mathematics,Arts & Culture,0
7378,797119350000021601,Male,10,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,Yes,Yes,Yes,No,No,Mathematics,English First Additional Language,0
7379,464100650000011901,Male,17,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,Afrikaans First Additional Language,0
7380,599102450000002701,Female,16,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,Yes,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Mathematics,0
7381,599122040000008101,Male,12,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,0
7382,664100440000002001,Female,9,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Setswana Home Language,English First Additional Language,0
7383,760108910000001701,Male,6,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Mathematics,Sesotho Home Language,0
7384,260109920000025301,Female,6,African/Black,No,,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,Life Skills,0
7385,560100270000008001,Male,14,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,Yes,6.0,No,,No,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,4.0,No,No,No,No,No,IsiZulu Home Language,Social Sciences,0
7386,799148220000006501,Female,13,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Life Orientation,English First Additional Language,0
7387,290106100000003801,Male,12,African/Black,Yes,Yes,Yes,Yes,Yes,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Life Skills,0
7388,283101060000003501,Female,16,African/Black,Yes,Yes,Yes,No,No,No,,,,,,Yes,,7.0,14.0,Pregnant,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,Yes,No,VALUE TO COMPUTE,No,,,,,,,,,,,,,,,,,,0
7389,760110180000001801,Female,13,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,2.0,No,No,No,No,No,Mathematics,English First Additional Language,0
7390,970102350000002801,Female,10,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,Illness   ,1 to 4 days,,,,,,No,,Yes,2.0,Yes,2.0,No,,No,,No,,No,No,No,Yes,Yes,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,Yes,Yes,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,3.0,Yes,No,Yes,Yes,No,English First Additional Language,Social Sciences,0
7391,565100840000016001,Male,10,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,No,Yes,No,Yes,No,No,No,No,No,1.0,No,No,No,No,No,English First Additional Language,Mathematics,0
7392,763101700000008101,Male,9,Indian/Asian,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Economic Management Sciences,Life Orientation,0
7393,546100790000016801,Female,11,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,Yes,2.0,Yes,0.0,No,,No,,No,,No,No,Yes,Yes,Yes,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,0.0,No,No,No,No,No,English First Additional Language,Mathematics,0
7394,598100180000003701,Male,6,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,Bad weather conditions,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,IsiXhosa Home Language,Mathematics,0
7395,968100660000014701,Male,7,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,Injury,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,Xitsonga Home Language,0
7396,871103020000004501,Male,16,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,0.0,No,No,No,No,No,English First Additional Language,IsiNdebele Home Language,0
7397,290104020000014801,Male,14,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,Yes,2.0,Yes,1.0,No,,No,,No,,No,,No,No,Yes,Yes,Yes,No,No,No,VALUE TO COMPUTE,No,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,IsiXhosa Home Language,English First Additional Language,1
7398,471101340000013801,Male,9,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,Yes,1.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,No,Yes,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Mathematics,Sesotho Home Language,0
7399,504100580000003601,Female,10,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,5.0,Yes,Illness   ,1 to 4 days,,,,,,No,,Yes,1.0,No,,No,,No,,No,,No,No,Yes,Yes,Yes,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,2.0,No,No,No,No,No,IsiZulu Home Language,English First Additional Language,1
7400,276101240000012401,Female,115,African/Black,Yes,Yes,No,,No,Yes,Primary or secondary school,7.0,Yes,Injury,1 to 4 days,,,,,,No,,Yes,0.0,No,,No,,No,,No,,No,Yes,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,1.0,No,No,No,No,No,Natural Sciences,Life Orientation,0
7401,589100980000009201,Male,17,African/Black,Yes,No,No,,Yes,Yes,Primary or secondary school,7.0,Yes,School vacation period,1 to 4 days,,,,,,No,,Yes,4.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,IsiZulu Home Language,Tourism,0
7402,299100100000003201,Male,7,White,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,Yes,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Mathematics,English First Additional Language,0
7403,797121640000016001,Male,9,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,English First Additional Language,Setswana Home Language,0
7404,199108650000009901,Male,5,Coloured,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,5.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Life Orientation,Mathematics,0
7405,799109740000017401,Male,9,White,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Afrikaans First Additional Language,0
7406,677100470000016501,Male,13,Coloured,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,Yes,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Afrikaans First Additional Language,Mathematics,0
7407,985105910000022201,Male,12,African/Black,Yes,No,No,,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,Yes,1.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,No,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,English First Additional Language,Sepedi Home Language,0
7408,566101990000007401,Female,10,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,Yes,No,Yes,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Geography,English First Additional Language,0
7409,669100280000024501,Male,14,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,Yes,No,Yes,No,Yes,Mathematics,Setswana Home Language,0
7410,294107020000015701,Male,14,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,Yes,4.0,Yes,2.0,No,,No,,Yes,4.0,No,,No,No,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Mathematics,0
7411,760105020000018601,Female,13,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,Yes,No,VALUE TO COMPUTE,Yes,No,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Mathematics,Natural Sciences,0
7412,799148110100001701,Male,15,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,0
7413,467107320000028601,Male,14,African/Black,No,,No,,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,Yes,4.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Physical Sciences,Life Orientation,0
7414,294104320000018201,Male,9,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,Yes,4.0,Yes,2.0,No,,No,,No,,No,,No,No,Yes,Yes,Yes,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,IsiXhosa Home Language,English First Additional Language,0
