ID,UQNO,Q12Gender,Q13Age,Q14Population,Q15Mothaliv,Q16Mothparthh,Q17Fathaliv,Q18Fathparthh,Q19G_Parparthh,Q22Attend,Q23Eduinst,Q24AGE_GR1,Q25Miss_Day,Q26Miss_Rsn,Q27Daysabsent,Q28Everattend,Q29Whynot,Q210Age_Gr1,Q211Ageleft,Q212Whyleft,Q51AFARMWRK_W,Q51ATIME,Q51BFETCHWATER_W,Q51BTIME,Q51CFETCHWOOD_W,Q51CTIME,Q51DPRODHHGDS_W,Q51DTIME,Q51ECONSTRUC_W,Q51ETIME,Q51FCATCHFOOD_W,Q51FTIME,Q52ABEG_LSTW,Q52BBEG_LSTYR,Q53AFARMWRK_Y,Q53BFETCHWATER_Y,Q53CFETCHWOOD_Y,Q53DPRODHHGDS_Y,Q53ECONSTRUC_Y,Q53FCATCHFOOD_Y,Q54TIME,Q71ACOOK,Q71BCLEAN,Q71CLAUNDRY,Q71DCHILDMIND,Q71EMAINTENANCE,Q71FSHOP,Q71GOTHR,Q72TIME,Q73ATTEND,Q741AFTERSCH,Q742BEFORESCH,Q743WEEKEND,Q75ACLEAN,Q75BMAINTENANCE,Q75CGARDEN,Q75DMARK,Q75EHOUSE,Q75FOTHR,Q76TIME,Q77ADIF_CTCHUP,Q77BNOTIME,Q77CCONCENTRATE,Q77DPUNCTUAL,Q77ELEISURE,Q78ASUBCODE,Q78BSUBCODE,Geo_Type_Code,Province,Stratum,Metro_code
12274,798129730000004301,Male,17,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,2.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Tourism,Mathematics,Urban,Gauteng,77113,GP - City of Johannesburg
12275,199133340010001301,Male,6,African/Black,Yes,Yes,No,,No,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,2.0,Yes,No,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Other,Dramatic Arts,Urban,Western Cape,11111,WC - City of Cape Town
12276,514102950000013801,Female,6,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Mathematics,Urban,KwaZulu-Natal,50105,KZN - Non-metro
12277,874104150000011401,Female,11,African/Black,No,,Yes,Yes,No,Yes,Primary or secondary school,7.0,Yes,Teacher was absent,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,Yes,No,4.0,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,7.0,No,No,No,No,No,Life Skills,English First Additional Language,Traditional,Mpumalanga,80208,MP - Non-metro
12278,799122830000020501,Male,17,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,No,2.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,Yes,No,No,No,No,English First Additional Language,Life Orientation,Urban,Gauteng,78106,GP - City of Tshwane
12279,874102170000013901,Female,7,African/Black,Yes,Yes,Yes,Yes,Yes,Yes,Primary or secondary school,5.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,SiSwati Home Language,Traditional,Mpumalanga,80208,MP - Non-metro
12280,514104090000010801,Male,16,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,No,No,10.0,Yes,Yes,No,Yes,No,No,Yes,No,No,No,4.0,No,No,No,No,No,Social Sciences,Arts & Culture,Farms,KwaZulu-Natal,50214,KZN - Non-metro
12281,538100790000009601,Female,12,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,Yes,No,10.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Natural Sciences,English First Additional Language,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
12282,576101200000020401,Male,9,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,1.0,Yes,Yes,No,Yes,No,Yes,No,No,No,No,1.0,Yes,No,No,Yes,No,Mathematics,IsiXhosa Home Language,Traditional,KwaZulu-Natal,50206,KZN - Non-metro
12283,798160270000019601,Female,15,African/Black,Yes,No,No,,Yes,Yes,Primary or secondary school,6.0,No,,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,Yes,No,20.0,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,Yes,No,Yes,Yes,No,Mathematics,Geography,Urban,Gauteng,77104,GP - City of Johannesburg
12284,591100710000011801,Female,16,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,Yes,2.0,Yes,1.0,No,,No,,No,,No,No,Yes,Yes,Yes,No,No,No,5.0,Yes,Yes,Yes,Yes,No,Yes,No,4.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,0.0,No,No,No,No,No,IsiZulu First Additional Language,Natural Sciences,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
12285,798127390000038601,Male,9,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,Yes,No,1.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,Yes,No,English First Additional Language,Life Sciences,Urban,Gauteng,77106,GP - City of Johannesburg
12286,968106690000001901,Male,14,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,Yes,No,4.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,History,Traditional,Limpopo,90202,LP - Non-metro
12287,514103110000009601,Female,7,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,Illness   ,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,1.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Life Skills,IsiZulu Home Language,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
12288,599148200000008501,Female,10,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,10 to 19 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,Yes,No,2.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,Yes,No,IsiZulu Home Language,Natural Sciences,Urban,KwaZulu-Natal,55104,KZN - eThekwini
12289,969102170000010401,Male,9,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,Yes,1.0,No,,Yes,2.0,No,,No,,No,,No,No,Yes,No,Yes,No,No,No,3.0,No,No,Yes,No,No,Yes,No,1.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Sepedi Home Language,Mathematics,Traditional,Limpopo,90212,LP - Non-metro
12290,764102740000013401,Male,13,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,No,No,14.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,Farms,Gauteng,70105,GP - Non-metro
12291,361101850000019401,Male,7,African/Black,Yes,No,No,,Yes,Yes,Primary or secondary school,5.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,2.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,Traditional,Northern Cape,30201,NC - Non-metro
12292,584100520000014401,Male,13,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,Yes,4.0,Yes,4.0,No,,No,,No,,No,No,Yes,Yes,Yes,No,No,No,26.0,Yes,Yes,Yes,Yes,No,Yes,No,12.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,2.0,No,No,No,Yes,No,Life Sciences,History,Traditional,KwaZulu-Natal,50209,KZN - Non-metro
12293,464100690000012401,Male,6,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,0.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Life Skills,Mathematics,Urban,Free State,40106,FS - Non-metro
12294,472104560000002601,Female,9,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,Yes,No,2.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Mathematics,Sesotho Home Language,Traditional,Free State,40201,FS - Non-metro
12295,966110290000001401,Male,5,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,1.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Xitsonga Home Language,English First Additional Language,Traditional,Limpopo,90203,LP - Non-metro
12296,362100710000031401,Male,10,Coloured,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,Urban,Northern Cape,30401,NC - Non-metro
12297,962104520000023101,Male,11,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,1.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Xitsonga Home Language,English First Additional Language,Traditional,Limpopo,90207,LP - Non-metro
12298,968106250000014901,Male,8,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Mathematics,Traditional,Limpopo,90201,LP - Non-metro
12299,199131260000020401,Male,5,African/Black,Yes,Yes,Yes,No,Yes,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,10 to 19 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,Urban,Western Cape,11107,WC - City of Cape Town
12300,478102020000015601,Female,7,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,2.0,Yes,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,Life Orientation,Sesotho Home Language,Urban,Free State,40108,FS - Non-metro
12301,966107560000010901,Male,8,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,Yes,No,4.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,2.0,No,No,No,No,No,Mathematics,Xitsonga Home Language,Traditional,Limpopo,90204,LP - Non-metro
12302,514101030000001401,Female,17,African/Black,Yes,Yes,Yes,No,No,No,,,,,,Yes,,6.0,16.0,Illness,Yes,3.0,No,,No,,No,,No,,No,,No,No,Yes,No,No,No,No,No,16.0,Yes,Yes,Yes,Yes,No,Yes,Yes,20.0,No,,,,,,,,,,,,,,,,,,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
12303,798166560000029101,Female,6,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Life Skills,Urban,Gauteng,77101,GP - City of Johannesburg
12304,599132870000007701,Female,6,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,IsiZulu Home Language,English First Additional Language,Urban,KwaZulu-Natal,55106,KZN - eThekwini
12305,974100970000016301,Female,15,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,"Other, specify",1 to 4 days,,,,,,Yes,2.0,No,,No,,No,,No,,No,,No,No,Yes,No,Yes,No,No,No,32.0,Yes,Yes,Yes,Yes,No,Yes,No,6.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,4.0,No,No,No,No,No,Sepedi Home Language,Life Orientation,Traditional,Limpopo,90210,LP - Non-metro
12306,570101110000011501,Female,13,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,No,No,18.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,4.0,No,No,No,No,No,Life Skills,Mathematics,Farms,KwaZulu-Natal,50301,KZN - Non-metro
12307,875101280000013101,Female,13,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,Yes,No,3.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,Urban,Mpumalanga,80101,MP - Non-metro
12308,797151890000000101,Female,14,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,Yes,No,3.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Mathematics,Urban,Gauteng,76108,GP - Ekurhuleni
12309,761101320100000901,Male,9,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,Yes,No,2.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,Yes,No,No,No,Mathematics,Life Orientation,Urban,Gauteng,70107,GP - Non-metro
12310,560101180000008001,Female,14,African/Black,No,,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,Yes,No,15.0,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,9.0,Yes,No,No,No,No,English First Additional Language,IsiZulu Home Language,Traditional,KwaZulu-Natal,50214,KZN - Non-metro
12311,798127540000009201,Female,10,African/Black,Yes,No,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,0.0,Yes,Yes,No,No,Yes,No,No,No,No,No,1.0,No,No,No,No,No,IsiZulu First Additional Language,Mathematics,Urban,Gauteng,77108,GP - City of Johannesburg
12312,678100370000007301,Male,9,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,Urban,North West,60107,NW - Non-metro
12313,797145470000021701,Female,11,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,Life Orientation,Urban,Gauteng,76110,GP - Ekurhuleni
12314,860102660000014301,Female,16,Indian/Asian,Yes,Yes,Yes,Yes,No,Yes,Home based education/home schooling,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,Urban,Mpumalanga,80104,MP - Non-metro
12315,866104170000002701,Male,17,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,Yes,No,6.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,Yes,No,Yes,No,No,Natural Sciences,Life Orientation,Urban,Mpumalanga,80101,MP - Non-metro
12316,966103940000019401,Female,13,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,Yes,No,8.0,Yes,Yes,No,Yes,No,No,No,Yes,No,No,1.0,Yes,No,Yes,Yes,No,Mathematics,Economic Management Sciences,Urban,Limpopo,90105,LP - Non-metro
12317,199107360000006401,Female,5,Coloured,Yes,Yes,Yes,Yes,Yes,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Other,Dramatic Arts,Urban,Western Cape,11104,WC - City of Cape Town
12318,968104270000010001,Female,5,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,5.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Xitsonga Home Language,Mathematics,Traditional,Limpopo,90213,LP - Non-metro
12319,260111580000010101,Male,5,African/Black,Yes,Yes,Yes,No,Yes,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,0.0,Yes,No,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Literacy,Numeracy,Urban,Eastern Cape,22104,EC - Buffalo City
12320,797144890000018001,Male,13,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,Yes,No,15.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Xitsonga Home Language,Mathematics,Urban,Gauteng,76103,GP - Ekurhuleni
12321,375100470000012701,Male,12,Coloured,Yes,Yes,No,,No,Yes,Primary or secondary school,6.0,Yes,Illness   ,10 to 19 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,2.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,Yes,No,Yes,No,No,Afrikaans First Additional Language,English First Additional Language,Urban,Northern Cape,30101,NC - Non-metro
12322,799102110000076001,Female,17,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,Yes,No,2.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Mathematics,Urban,Gauteng,78113,GP - City of Tshwane
12323,876103900000005001,Male,5,African/Black,Yes,No,Yes,No,No,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,Yes,No,4.0,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Mathematics,Traditional,Mpumalanga,80202,MP - Non-metro
12324,260101450000009501,Male,11,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,8.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,History,Life Skills,Urban,Eastern Cape,22101,EC - Buffalo City
12325,599138240000015101,Female,15,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Business Studies,English First Additional Language,Urban,KwaZulu-Natal,55108,KZN - eThekwini
12326,969102980000023701,Male,5,African/Black,Yes,No,Yes,No,Yes,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Dramatic Arts,Other,Traditional,Limpopo,90205,LP - Non-metro
12327,567100800000002601,Female,5,African/Black,Yes,Yes,Yes,No,No,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,Yes,School vacation period,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Dramatic Arts,Arts & Culture,Traditional,KwaZulu-Natal,50217,KZN - Non-metro
12328,663101130000017801,Female,5,African/Black,Yes,No,Yes,No,No,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Setswana Home Language,English First Additional Language,Urban,North West,60105,NW - Non-metro
12329,260103130000005601,Female,8,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,1.0,Yes,No,No,Yes,Yes,No,No,No,No,No,0.0,No,No,No,No,No,English First Additional Language,Mathematics,Urban,Eastern Cape,22101,EC - Buffalo City
12330,799115910000030501,Male,7,African/Black,Yes,Yes,Yes,Yes,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,1.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Life Orientation,Mathematics,Urban,Gauteng,78108,GP - City of Tshwane
12331,466100380000011101,Male,9,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,Yes,No,0.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,0.0,No,No,No,No,No,Mathematics,Geography,Urban,Free State,40105,FS - Non-metro
12332,868100330000002701,Female,10,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,1.0,Yes,No,No,Yes,Yes,No,No,No,No,No,2.0,No,No,No,No,No,English First Additional Language,IsiZulu Home Language,Urban,Mpumalanga,80102,MP - Non-metro
12333,506102290000007101,Male,12,African/Black,Yes,No,No,,Yes,Yes,Primary or secondary school,6.0,Yes,Illness   ,1 to 4 days,,,,,,No,,Yes,1.0,No,,No,,No,,No,,No,No,Yes,Yes,Yes,No,No,No,4.0,Yes,Yes,Yes,No,No,Yes,No,4.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Technology,IsiZulu Home Language,Traditional,KwaZulu-Natal,50214,KZN - Non-metro
12334,538103520000011001,Female,10,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,No,No,7.0,Yes,No,No,No,No,Yes,No,No,No,No,1.0,No,No,No,No,No,English First Additional Language,Mathematics,Traditional,KwaZulu-Natal,50212,KZN - Non-metro
12335,982100920000003101,Female,17,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,Yes,No,2.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,3.0,No,No,No,No,No,Mathematics,English First Additional Language,Traditional,Limpopo,90209,LP - Non-metro
12336,499110680000017801,Female,6,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,Yes,No,2.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,0.0,No,No,No,Yes,No,Sesotho Home Language,Mathematics,Urban,Free State,44103,FS - Mangaung
12337,677102650000008601,Female,14,African/Black,No,,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,Yes,No,1.0,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,0.0,No,No,No,No,No,Mathematics,English First Additional Language,Urban,North West,60106,NW - Non-metro
